Measure;Preamble;Question;Options;Reverse_coded;Attention_check;ind
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I get angry at people easily.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel as though nothing is real.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I keep myself away from people who might hurt me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel unhappy about who I am.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I am careless with my things.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often see unusual connections between things.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often worry that something bad will happen to me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I usually do things without thinking.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I am not very confident in myself.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I worry a lot about bad things happening to me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel out of place or disconnected from the world around me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I sometimes get so angry I lose control.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often find it hard to concentrate.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I sometimes feel so detached from myself it’s like I’m not really there.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I rarely feel happy with who I am.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I don't plan ahead and just go with the flow.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel paranoid that others are against me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I feel empty inside even when good things happen.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel uncomfortable around others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I don’t have much interest in sex.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I feel overwhelmed by emotions.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often see hidden meanings others don’t.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel isolated and alone.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I have difficulty managing my emotions.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I’m often unsure about what’s real and what’s not.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I don’t care if people get hurt by what I say.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often make decisions that I later regret.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I sometimes feel as though other people are controlling me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I have trouble staying focused on tasks.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I don’t care about other people’s feelings.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often speak or act without thinking.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often think that things around me aren’t real.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often worry that people are out to get me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I don’t pay attention to details.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I rarely feel anything at all.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I avoid social situations whenever possible.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I’m often rude to others without realizing it.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often find social situations confusing.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I rarely notice how my actions affect others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often zone out and lose track of what’s happening.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like I don’t belong anywhere.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I rarely prepare for things ahead of time.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often say things without considering how others will feel.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I avoid relationships to protect myself.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I find it hard to experience joy.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often misplace things or forget where I put them.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I feel like my thoughts and actions are not my own.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often worry people will abandon me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I find it difficult to keep my things organized.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel emotionally numb.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often mistrust people’s intentions.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I don’t enjoy being around others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel disconnected from myself.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often act without thinking about the consequences.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I usually avoid situations where I have to interact with people.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I find it hard to feel close to other people.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often say or do things that surprise people.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I feel uneasy in social situations.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like people are trying to deceive me.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I rarely feel connected to others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like I’m being watched.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like I’m not in control of my own thoughts.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often stretch the truth to get what I want.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I find it easy to take advantage of others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like my surroundings are unreal.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I enjoy being the center of attention.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I believe I deserve special treatment.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel suspicious even of close friends.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I crave attention from others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like someone is removing thoughts from my head.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I insist on perfection even when it’s not necessary.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often feel like I’m better than others.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I get distracted easily by small things.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often do what others want me to do.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I prefer being alone rather than in a romantic relationship.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I often think in ways that others find strange.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I use people to get what I want.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_SF;Take your time and read each statement carefully, and select the response that best describes you;I’ve had some very unusual experiences.;Does not apply at all, Rarely applies, Applies somewhat, Often applies, Applies completely;0;0;1  
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;People would describe me as reckless.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I feel like I act totally on impulse.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;Even though I know better, I can’t stop making rash decisions.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I often feel like nothing I do really matters.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;Others see me as irresponsible.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I’m not good at planning ahead.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;My thoughts often don’t make sense to others.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I worry about almost everything.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I get emotional easily, often for very little reason.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I fear being alone in life more than anything else.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I get stuck on one way of doing things, even when it’s clear it won’t work.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I have seen things that weren’t really there.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I steer clear of romantic relationships.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I’m not interested in making friends.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I get irritated easily by all sorts of things.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I don’t like to get too close to people.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;It’s no big deal if I hurt other peoples’ feelings.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I rarely get enthusiastic about anything.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I crave attention.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I often have to deal with people who are less important than me.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I often have thoughts that make sense to me but that other people say are strange.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I use people to get what I want.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;I often “zone out” and then suddenly come to and realize that a lot of time has passed.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;Things around me often feel unreal, or more real than usual.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
PID5_BF;Take your time and read each statement carefully, and select the response that best describes you. Note that there is no wrong or right answer. So you can describe yourself as honestly as possible, we will keep your responses confidential;It is easy for me to take advantage of others.;Very False or Often False, Sometimes or Somewhat False, Sometimes or Somewhat True, Very True or Often True;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;worries a lot.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;gets nervous easily.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;remains calm in tense situations.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;is talkative.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;is outgoing, sociable.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;is reserved.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;is original, comes up with new ideas.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;values artistic, aesthetic experiences.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;has an active imagination.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;is sometimes rude to others.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;has a forgiving nature.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;is considerate and kind to almost everyone.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;does a thorough job.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;tends to be lazy.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
BIG5_SF;For each statement, indicate how much you agree with this. I see myself as someone who ...;does things efficiently.;Strongly disagree, Disagree, Somewhat disagree, Neither agree nor disagree, Somewhat agree, Agree, Strongly agree;0;0;1
